         0-25     25-30     30-35     35-40       40+  Avg_game_time  Dmg_per_gold    Drag_%      FT_%     Games    Gd/min  Gd_at_15    Gold/M       KDA    O_0-25   O_25-30   O_30-35   O_35-40     O_40+  O_Avg_game_time  O_Dmg_per_gold  O_Drag_%    O_FT_%   O_Games  O_Gd/min  O_Gd_at_15  O_Gold/M     O_KDA      O_WR  O_Winrate        WR   Winrate
48   0.321318 -0.380549 -0.328587 -0.045999  0.402390       0.692746     -1.612063 -0.731411  0.830368  0.578486  0.822214  0.364071 -0.009890 -0.177393  0.854730 -0.708716  0.098922 -1.772137  0.447012        -0.597685        2.284891 -0.912593 -0.888605  0.482084 -1.123617   -0.827642 -1.090678 -0.077824 -0.834255  -1.278102 -0.073620  1.524314
49  -1.725700  0.247529  0.212752  0.343895 -0.269607       0.301824     -0.038040  0.042362  1.740580 -0.952800  0.232767 -0.257416  0.114623  1.543010  0.281656  0.315430  0.765132  0.779132 -0.576217         0.130489        0.203912 -0.274573  0.356624  0.271383 -0.080761    0.323318  0.246126  0.391179  0.376143  -0.073832  1.321821  0.718758
50   0.447656 -1.479687 -0.750713 -1.391797 -2.086765      -2.426306      0.486625  1.962811  0.830368  1.088914  2.008208  2.166479  1.324179  0.581705  0.679797 -0.685249 -1.106198 -1.505957  1.312663         0.524559       -0.604768  0.185176 -0.888605  0.903487  0.380366    0.006877 -0.619431 -0.738464 -0.443901   0.325716  1.418636  1.524314
51   0.400227  0.029354 -0.058894  0.353864  0.490643       0.692746     -1.202625 -0.731411  0.830368  0.408343  0.822214  0.364071  0.007898  0.866366  0.232904  0.461258  0.020419 -0.954423  0.065347         0.224723       -0.102236  0.044436  1.607672 -0.992824  0.288140   -0.184146 -1.840828 -1.211791 -1.590754   0.730891  0.411909  1.524314
52  -1.765574 -1.122674 -1.544155 -1.357460 -2.387676       1.241699      0.040167  1.058522 -0.990056  1.429200 -0.093914  0.544503 -0.543518 -1.060172  0.678841  0.888684  0.283509 -0.248369 -0.482080         0.001987        1.538788 -1.081480 -0.888605  0.482084 -1.825949   -1.515516 -0.234739 -0.270181 -0.128441  -1.683277 -0.507466 -0.086797
53  -1.119612 -0.112790 -0.330541  0.745973 -0.100544      -0.205541     -1.454652  0.256781  0.830368  1.259057 -0.477409 -0.495127  0.345862 -0.361278  0.207572 -0.308109 -0.200237  0.309933 -0.285620         0.130489        0.203912 -0.274573  0.356624  0.903487 -0.080761    0.323318 -0.898333 -0.669302 -0.434823  -0.073832  0.700897 -0.892353
54   0.517751  1.563188  0.460947  0.366048 -0.747023       0.692746     -1.202625 -0.731411  0.830368 -0.952800  0.822214  0.364071  0.852808  0.653688  0.241985 -0.904829 -1.101955  0.675367  0.988300        -0.297849       -1.577443  0.260237  0.775580  0.692786 -0.421285   -0.424371 -1.658099 -1.283114 -1.012032  -0.878554  0.532746  1.524314
55  -1.588449 -0.747480 -0.172243 -1.493701 -1.635931      -0.496653      2.254270 -0.908540 -0.990056  1.429200 -1.180483 -0.894177 -1.103827 -1.031378  0.638692 -0.259499  0.557207  0.724994 -0.391012         0.524559       -0.604768  0.185176 -0.888605 -0.571422  0.380366    0.006877  1.102065  1.077755  1.321767   0.325716 -0.760786 -1.292314
56   0.674310 -0.173945  1.535807 -1.554622 -0.348290       0.842460     -0.661877 -1.859442 -1.441979 -0.612514 -0.988736 -1.372465  0.167986 -0.225164  0.756270  1.240681  0.364133 -0.255136 -0.003209         0.224723       -0.102236  0.044436  1.607672 -1.414227  0.288140   -0.184146 -1.475370 -0.539624 -1.149715   0.730891 -0.073620 -0.892353
57   0.651224  0.416119  0.713050  0.126795  0.240771       0.210332      0.255948 -0.274606  0.372079  0.068057 -0.136524  0.244738  0.906171  2.095974 -2.156895 -1.184751 -0.633061 -0.402889 -1.483821         1.192766       -0.020794  1.067143 -0.888605  0.271383 -0.038195    0.626253 -0.148183 -1.121736 -0.780544  -0.073832  1.038657 -0.086797
58   0.540836  0.272322  1.698013  1.320845  0.754339       0.085570      1.537803 -1.076346 -0.990056 -0.102086 -1.883558 -1.574854 -0.703606 -0.908352  0.178895  1.195425  1.191592  1.197576  0.155392         0.781562       -0.751877 -1.869622 -1.301742  0.060682 -0.932072   -1.310987 -0.215504 -0.523774 -1.779879  -0.878554 -0.364792 -1.697908
59   0.309985 -0.035106  0.519575  0.920982  1.131806      -2.426306      0.486625  1.962811  0.830368 -0.102086  2.008208  2.166479  2.097939  1.667345  0.787816  1.116644  1.974496 -0.954423 -0.961974        -0.597685        2.284891 -0.912593 -0.888605 -0.150019 -1.123617   -0.827642 -1.359963 -1.311931 -1.401629  -1.278102  1.321821  1.524314
60   0.535379  1.318568  0.199072  0.734897 -0.219633       0.301824     -0.038040  0.042362  1.740580  0.408343  0.232767 -0.257416  0.043473  0.926571  0.440817  0.762970  0.213493 -0.100616 -0.192506        -2.585172        0.444130  1.977259  0.775580  0.482084  2.061705    2.265383  0.448089  0.068424  0.356474   1.535613  0.411181  0.718758
61  -1.820139 -2.145781 -2.447038 -2.022052 -1.961297      -0.496653      2.160533 -0.908540 -0.990056  0.918771 -1.180483 -0.894177 -0.107722 -0.553670  0.469494  0.654018 -0.302078  0.268201  0.090928        -0.297849       -1.577443  0.260237  0.775580  1.535591 -0.421285   -0.424371  0.842398 -0.226234  1.372453  -0.878554 -0.760786 -1.292314
62   0.231076 -0.527652  0.959291  0.892183  1.223248       0.692746     -1.202625 -0.731411  0.830368 -0.102086  0.822214  0.364071 -1.059358 -0.161033 -1.866774  0.711009 -0.694590  0.480243  0.304783         0.781562       -1.307043 -1.869622 -1.301742 -1.624928 -0.932072   -1.310987 -0.119331  0.357319  0.867868  -0.878554 -0.741131  1.524314
63   0.923629  0.733464  0.328055  0.059228  0.622491       0.210332      0.255948 -0.274606  0.372079 -1.293086 -0.136524  0.244738  0.061260  3.069713 -1.928430  0.359011 -0.940706  0.421593 -0.018557         0.524559       -0.604768  0.185176 -0.888605  0.903487  0.380366    0.006877 -0.975271 -1.010789 -0.973451   0.325716  1.200257 -0.086797
