         0-25     25-30     30-35     35-40       40+  Avg_game_time  Dmg_per_gold    Drag_%      FT_%     Games  Gd_at_15    Gd/min    Gold/M       KDA    O_0-25   O_25-30   O_30-35   O_35-40     O_40+  O_Avg_game_time  O_Dmg_per_gold  O_Drag_%    O_FT_%   O_Games  O_Gd_at_15  O_Gd/min  O_Gold/M     O_KDA      O_WR  O_Winrate        WR   Winrate
65  -0.090601 -0.697963  0.116671  0.252105  0.367326       0.579600     -0.465469  0.215697 -0.975477  0.815220 -0.038608  0.339379 -0.762625 -0.645532  0.220526 -0.209364  0.426281  0.201672  0.178290         0.212527       -0.000071  0.091803  1.683445 -0.254394   -0.150109  0.335084  0.750316  0.241233  0.816249   0.772015 -0.776364  0.305499
66  -1.271710 -1.240425  0.108000 -0.057516  0.370186       1.227139      0.455968  1.071694 -0.975477 -0.801879  0.562060 -0.069351  0.357695 -0.407135  0.332991 -0.123224  0.069883  0.324942  0.056787        -0.622906        2.458818 -0.853274 -0.851929 -0.604739   -0.793707 -1.071863 -0.417919 -0.252584 -0.235008  -1.214030  0.414372 -0.082167
67  -0.497304  0.467598  0.338410  1.083123  0.050784       0.828653     -1.190876 -1.778592 -1.416936 -1.227431 -1.316665 -0.942232 -1.154737 -0.999708  0.285410 -0.032469 -2.308312 -1.132193 -1.564377         0.116801        0.328725 -0.223223  0.412803  0.212732    0.357436 -0.032561  0.901380 -0.186880  0.745622  -0.023516 -2.133249 -0.862958
68  -1.192319  0.632536 -0.721971  0.408524 -1.159839       0.073190      1.748690 -1.013659 -0.975477 -1.567873 -1.515016 -1.815113 -0.025081  0.398049  0.987594 -0.209364 -0.173898  0.201672  0.109761         0.621541       -1.760463 -0.677230  0.838320 -1.071865    0.478050  0.921900 -0.830829 -0.294081 -0.700422   1.567546  0.534657 -1.643749
69   1.084937 -2.678440 -1.144389 -1.482027  0.259906      -2.433951      0.617977  1.955009  0.802792 -1.057210  2.151677  1.981226  2.178216  0.580663 -0.706588 -1.441477 -0.587267  0.966752 -0.211025         1.195902        0.418269  1.101739 -0.851929  1.614110    0.660419  0.009860 -0.286996 -0.630900 -0.062062  -0.023516  1.160313  1.479415
70  -1.677020 -0.653980 -0.775238  0.595198 -0.339279       0.289037      0.053615  0.079102  1.691927  0.134337 -0.223861  0.249320 -0.071761 -0.105059  1.695547 -0.547772 -0.856222 -0.814638  0.092103         1.195902        0.418269  1.101739 -0.851929 -0.137613    0.660419  0.009860 -1.364591 -0.853602 -0.845298  -0.023516  0.101112  0.698624
71  -0.936041 -2.424313 -0.370162  0.492849 -0.381757      -2.433951      0.617977  1.955009  0.802792 -0.801879  2.151677  1.981226  1.636728  1.015883 -1.496726 -0.335498 -0.408406  0.413375 -0.016788        -0.318321       -1.584414  0.304909  0.838320  0.446295   -0.390373 -0.371925 -1.052391 -0.626059 -0.523854  -0.819046  1.977213  1.479415
72   0.169856 -0.350983  0.172416  3.340584 -0.900887       0.679221     -1.639504 -0.676724  0.802792 -0.376326  0.385228  0.824313 -0.921337 -0.398188 -0.396589  0.113662 -0.305064 -0.175508 -0.339675         0.116801        0.328725 -0.223223  0.412803  1.497329    0.357436 -0.032561  0.055418 -0.549980  0.292884  -0.023516 -0.507237  1.479415
73   0.616950 -0.628323 -1.317816 -0.233890  0.900752      -0.507935      2.418537 -0.849745 -0.975477 -1.057210 -0.847919 -1.129278  0.507071  0.947468  1.128897  0.436688  1.149676  0.064333  0.051322         0.778185       -0.697773 -1.798351 -1.271536 -0.721520   -1.277129 -0.880970 -1.364591 -0.925530 -1.681957  -0.819046  0.439467 -1.250623
74  -0.997325 -0.645427 -0.455637 -0.816439  3.368151       0.579600      0.082600  0.215697 -0.975477  1.325883 -0.038608  0.339379  0.395039  0.551718  1.355268 -0.350880  0.073858  1.413607  0.748389        -0.013736        1.762355 -1.020052 -0.851929 -0.137613   -1.481691 -1.771801 -0.911397  0.028214 -0.398899  -1.614577  1.054739  0.305499
75   0.330030  0.241572 -1.356217 -0.527418 -2.112326       1.227139      0.455968  1.071694 -0.975477 -1.057210  0.562060 -0.069351 -1.098721 -0.916032 -0.744076 -1.486086 -1.068206 -1.404861  2.241323         0.621541       -1.760463 -0.677230  0.838320 -1.071865    0.478050  0.921900  1.445214  2.605192  1.638421   1.567546 -0.659540 -0.082167
76   1.871879  0.880554 -1.274459 -1.096449 -1.210077       0.828653     -0.617424 -1.778592 -1.416936 -1.057210 -1.316665 -0.942232 -0.678601 -0.719209 -0.262496  0.559745 -0.041408  0.657236  0.278772        -2.641869        0.586714  2.000489  0.838320 -0.020831    2.299808  2.102604  1.989047  0.523415  2.129188   1.567546 -1.700569 -0.862958
77  -0.214562  0.580000  0.016332 -0.940030  1.150719       0.073190      1.748690 -1.013659 -0.975477  0.474778 -1.515016 -1.815113 -1.229426 -0.160843  1.105827 -0.618530  0.500475 -0.066977  0.182915         0.212527       -0.000071  0.091803  1.683445 -0.020831   -0.150109  0.335084 -0.699906 -0.469061 -0.444172   0.772015 -0.558293 -1.643749
78   0.636450 -0.401075  0.498210  0.788952  0.654461      -0.217372     -1.470182  0.288548  0.802792  2.347209 -0.456830 -0.443443 -0.277153 -0.529228  0.451223  1.250405  1.661088  1.029057 -0.129462         0.517112        0.030065  0.230785 -0.851929 -0.020831    0.040944  0.426995 -0.377635 -0.433788 -0.635228   0.371468 -0.242437 -0.862958
79  -1.486204  0.421171 -0.585707 -0.905270  0.101839       0.197717      0.369847 -0.230514  0.355116  1.921656  0.268275 -0.110917  0.460391 -0.471339  0.227736 -1.195362  0.309690  0.272687 -0.365741        -0.622906        2.458818 -0.853274 -0.851929 -2.006117   -0.793707 -1.071863 -1.596224 -0.938671 -1.039975  -1.214030  0.328701 -0.082167
80   0.323066 -0.693076 -2.715140 -1.816108 -2.158480       0.289037      0.053615  0.079102  1.691927  0.304557 -0.223861  0.249320 -0.594577 -0.495547 -0.706588 -0.907715  0.051334  0.781176  2.319522        -0.318321       -1.584414  0.304909  0.838320  1.730892   -0.390373 -0.371925 -0.448132 -0.379150  0.261193  -0.819046 -0.822228  0.698624
81  -1.231318 -0.606331  0.238070 -0.427644  0.031178      -2.433951      0.617977  1.955009  0.802792 -0.631658  2.151677  1.981226  2.392944  0.516458 -0.431193  0.041366  0.750881  0.872289 -0.890854         0.116801        0.328725 -0.223223  0.412803 -0.254394    0.357436 -0.032561 -0.407848 -0.872967 -0.663297  -0.023516  1.977213  1.479415
82  -0.419306 -0.671084  0.639429 -0.489439  1.643300       0.579600      0.082600  0.215697 -0.975477  2.772761 -0.038608  0.339379  0.245663  0.074397  1.288943  0.959682  1.283491  0.892388  0.693733         0.621541       -1.760463 -0.677230  0.838320 -1.071865    0.478050  0.921900 -0.750261 -0.547906 -1.002850   1.567546  0.550234  0.305499
83  -1.933298  1.176220  0.169938  0.741961 -2.442348       0.828653     -0.617424 -1.778592 -1.416936 -0.972100 -1.316665 -0.942232 -0.669265 -0.659741  0.384898 -0.881566 -2.186421 -0.891682 -0.603282         1.195902        0.418269  1.101739 -0.851929 -0.020831    0.660419  0.009860  0.105773 -0.389524  0.310994  -0.023516 -2.025079 -0.862958
84  -2.349750  0.441941 -0.634019 -0.449530 -0.773044       0.073190      1.748690 -1.013659 -0.975477 -0.120995 -1.515016 -1.815113 -1.397474 -0.328195 -0.199054 -0.041698  0.357386  0.168845 -0.286701        -0.622906        2.458818 -0.853274 -0.851929  1.146984   -0.793707 -1.071863  0.176269 -0.344569  0.277491  -1.214030 -0.821363 -1.643749
85  -0.424877 -0.302112  0.535373 -0.000226  0.705108       1.227139      0.455968  1.071694 -0.975477  0.474778  0.562060 -0.069351 -0.753289 -0.681318  1.557128  0.225952 -0.089105  0.826733  2.184986         0.517112       -0.539781  0.230785 -0.851929 -0.254394    0.040944  0.426995  0.015134 -0.187571 -0.210560   0.371468 -0.501179 -0.082167
86  -2.456997 -0.150614 -1.359933 -0.717953  0.861542      -0.507935      2.418537 -0.849745 -0.975477  0.219447 -0.847919 -1.129278 -0.230473  0.239644  0.118154 -0.215517 -0.925117 -0.489713 -1.838075         0.212527       -0.000071  0.091803  1.683445 -0.604739   -0.150109  0.335084 -0.005008  0.138182 -0.330988   0.772015 -0.234648 -1.250623
87  -0.853865 -0.203149 -0.165767  0.653774  0.960793       0.197717      0.369847 -0.230514  0.355116  0.815220  0.268275 -0.110917  0.544415 -0.316617  0.211875 -1.602990 -1.749204 -1.251443  2.625172        -0.013736        1.762355 -1.020052 -0.851929 -0.604739   -1.481691 -1.771801 -1.022178 -0.226302 -0.750223  -1.614577  0.532926 -0.082167
88   1.203326  0.644754  1.253855  1.458401 -0.329068       0.679221     -1.639504 -0.676724  0.802792 -1.227431  0.385228  0.824313 -0.883993 -0.483969  1.666709  0.755099 -2.140049 -0.861534 -1.560593        -2.641869        0.586714  2.000489  0.838320  0.095950    2.299808  2.102604  2.563093  0.528948  2.188949   1.567546 -1.855468  1.479415
89  -2.288466  0.151162 -0.855757  0.180654 -1.477607      -0.217372     -1.470182  0.288548  0.802792  1.070552 -0.456830 -0.443443 -0.398521 -0.669214  0.651642 -1.075381 -0.735656  1.228701 -0.116849         0.778185       -0.697773 -1.798351 -1.271536 -1.422210   -1.277129 -0.880970  0.428044 -0.538914 -1.870296  -0.819046 -0.592907 -0.862958
90  -0.260525 -1.126802 -0.449443  0.063500  0.732065      -0.507935      2.418537 -0.849745 -0.975477  0.134337 -0.847919 -1.129278  0.273671 -0.299777  0.719409  0.359777 -0.617740  0.805964 -0.713014        -0.013736        1.762355 -1.020052 -0.851929 -1.071865   -1.481691 -1.771801 -1.102746 -0.845302 -0.701327  -1.614577  0.063901 -1.250623
91  -1.101786  0.094961  0.236831  1.477068 -1.435946      -0.217372     -1.470182  0.288548  0.802792 -0.291216 -0.456830 -0.443443  0.077615  0.010719  0.258015 -1.304576 -0.625689 -0.179528  0.223276         0.517112        0.030065  0.230785 -0.851929  0.913421    0.040944  0.426995  0.317263 -0.257425 -0.101903   0.371468  0.086400 -0.862958
92   0.403849 -0.767603 -1.324009  0.490918 -0.751397       1.227139      0.455968  1.071694 -0.975477  0.219447  0.562060 -0.069351 -0.977353 -0.529228 -0.050543  0.161347 -1.743904 -0.012711  1.144430        -0.622906        2.458818 -0.853274 -0.851929 -0.020831   -0.793707 -1.071863 -0.065434  0.576669  0.066516  -1.214030 -0.201765 -0.082167
93   0.214426 -0.732172  0.023764  1.186115 -0.250647       0.197717      0.369847 -0.230514  0.355116  1.666325  0.268275 -0.110917  0.385703  0.382261 -0.020264 -1.099993 -2.242067  0.668625 -0.358594        -0.318321       -1.584414  0.304909  0.838320  0.212732   -0.390373 -0.371925 -0.971823 -0.592169 -0.686840  -0.819046  0.604751 -0.082167
94  -0.146314  1.414464  1.635394  1.017466  1.749495       0.197717      0.369847 -0.230514  0.355116 -0.291216  0.268275 -0.110917  0.189647 -0.678687  0.498805 -2.325953 -2.310962  0.211051 -1.379390         0.517112       -0.539781  0.230785 -0.851929  0.563076    0.040944  0.426995  0.035276 -0.482893 -0.542869   0.371468 -0.200899 -0.082167
95   0.375993 -0.842131 -1.192701 -2.730807  0.560111       0.579600     -0.465469  0.215697 -0.975477  1.836546 -0.038608  0.339379  0.040271 -0.132951 -1.514028 -0.081692  0.522999  0.579522  0.327121         0.116801        0.328725 -0.223223  0.412803  1.847673    0.357436 -0.032561  0.307192 -0.473902  0.202337  -0.023516  0.297548  0.305499
96   0.375993 -0.842131 -1.192701 -2.730807  0.560111       0.579600      0.082600  0.215697 -0.975477  1.836546 -0.038608  0.339379  0.320351 -0.087166 -1.418866 -0.081692  0.244770  1.052505 -0.461178         0.116801        0.328725 -0.223223  0.412803  1.263765    0.357436 -0.032561  0.015134 -0.394366  0.051123  -0.023516  0.513888  0.305499
97  -0.764724 -1.270970 -0.029503 -0.669032  0.691221       0.197717      0.369847 -0.230514  0.355116 -0.716768  0.268275 -0.110917  0.002927 -0.485022 -2.090771 -0.650833  1.006587  0.836782 -0.734455         0.517112        0.030065  0.230785 -0.851929  0.796639    0.040944  0.426995  0.226624 -0.705595 -0.515705   0.371468  0.664461 -0.082167
98  -0.185312 -1.372376  0.074553  0.888082  0.296666      -2.433951      0.617977  1.955009  0.802792  0.474778  2.151677  1.981226  2.056848  1.750547 -0.836355  0.658191  0.674037  0.843482  0.200153        -0.318321       -1.584414  0.304909  0.838320 -0.371176   -0.390373 -0.371925 -0.146002 -0.834236 -0.517516  -0.819046  1.890677  1.479415
99   0.015253 -0.063868  0.667921  1.408192 -0.295984      -0.217372     -1.470182  0.288548  0.802792  0.304557 -0.456830 -0.443443 -1.164073 -0.801833  0.126806  0.064439 -0.232194  0.073042 -0.052944        -2.641869        0.586714  2.000489  0.838320  0.446295    2.299808  2.102604  2.351602  2.106534  2.038641   1.567546 -0.778960 -0.862958
100 -0.392842 -0.923989 -1.740234 -0.616892 -0.969913      -0.217372     -1.470182  0.288548  0.802792 -0.035884 -0.456830 -0.443443 -1.444154 -0.846039 -0.043334 -2.564377 -0.828399  0.456922 -0.290485        -2.641869        0.586714  2.000489  0.838320 -0.137613    2.299808  2.102604  1.807769  4.693195  2.038641   1.567546 -1.467787 -0.862958
101  0.084894 -0.917880  0.783126 -0.948398  2.086868       0.579600      0.082600  0.215697 -0.975477  1.666325 -0.038608  0.339379  0.385703  0.074397 -1.717330  1.025826  2.148651  0.274696  0.241354         1.195902        0.418269  1.101739 -0.851929 -0.955084    0.660419  0.009860 -0.780474 -0.367393 -1.105169  -0.023516  0.622924  0.305499
102 -0.349665  0.090074 -1.463990 -0.221659 -1.047926       1.227139      0.455968  1.071694 -0.975477 -0.035884  0.562060 -0.069351 -1.154737 -0.780256  0.539177 -0.778505  0.475302  0.861570  1.357587         0.517112        0.030065  0.230785 -0.851929  0.212732    0.040944  0.426995  0.488470 -0.449004 -0.091037   0.371468 -0.742615 -0.082167
103  0.433098 -3.570326 -1.686967 -0.775886  0.677334       0.579600      0.082600  0.215697 -0.975477 -1.142320 -0.038608  0.339379  1.309967 -0.271359  0.321456 -0.346265 -0.642913  0.927895 -0.666767         1.195902        0.418269  1.101739 -0.851929  0.212732    0.660419  0.009860 -0.045292 -0.646807 -0.077455  -0.023516  0.350335  0.305499
104  0.222783  0.077856  0.043584 -0.049147 -0.022327      -0.217372     -1.470182  0.288548  0.802792  1.581214 -0.456830 -0.443443 -0.846649 -0.345562 -2.183050  0.089050 -0.493199 -0.091765 -1.337767         0.212527       -0.000071  0.091803  1.683445  0.563076   -0.150109  0.335084  0.176269  1.437045  0.094585   0.772015 -0.310800 -0.862958
105  0.222783  0.077856  0.043584 -0.049147 -0.022327      -0.217372     -1.470182  0.288548  0.802792  1.581214 -0.456830 -0.443443 -0.846649 -0.345562 -2.183050  0.089050 -0.493199 -0.091765 -1.337767         0.212527       -0.000071  0.091803  1.683445  0.563076   -0.150109  0.335084  0.176269  1.437045  0.094585   0.772015 -0.310800 -0.862958
106 -0.327380  0.737608  0.091896  0.246955  0.125937       0.289037      0.053615  0.079102  1.691927 -1.397652 -0.223861  0.249320  0.096287 -0.560278 -0.201938 -0.392412 -0.124877  0.464961  1.865462        -0.318321       -1.584414  0.304909  0.838320  2.081236   -0.390373 -0.371925 -0.206428 -0.144691  0.566338  -0.819046 -1.628744  0.698624
107  0.458169 -0.148170  0.078270  1.312924 -0.577809      -0.217372     -1.470182  0.288548  0.802792  2.432319 -0.456830 -0.443443 -0.295825 -0.379243 -0.382170 -1.167674 -1.204670 -0.562737 -1.222150         0.212527       -0.000071  0.091803  1.683445 -0.838302   -0.150109  0.335084  1.112871  0.679721  1.014548   0.772015 -0.450123 -0.862958
108 -0.083637 -0.338765 -0.293359  1.014247  0.992651      -0.217372     -1.470182  0.288548  0.802792  1.155662 -0.456830 -0.443443 -0.361177 -0.287147 -0.158682 -1.619911 -1.425929 -2.464047  1.978556         0.212527       -0.000071  0.091803  1.683445  0.679858   -0.150109  0.335084  0.287050  0.792455  1.020886   0.772015 -0.097921 -0.862958
109 -0.243811 -0.569678 -1.015558  0.134951 -1.413482      -2.433951      0.617977  1.955009  0.802792 -0.035884  2.151677  1.981226  1.832784  0.530667 -0.885378 -0.007857  0.648864  1.317134  0.171564         0.116801        0.328725 -0.223223  0.412803 -0.020831    0.357436 -0.032561 -0.458203 -0.897865 -0.889666  -0.023516  1.205311  1.479415
110 -0.442984 -0.475602 -1.400813  1.778321  3.141466       0.197717      0.369847 -0.230514  0.355116 -0.461437  0.268275 -0.110917  0.105623 -0.642375 -0.540775  0.139812 -0.587267  0.355090 -0.918182        -2.641869        0.586714  2.000489  0.838320  0.913421    2.299808  2.102604  2.532880  2.778789  2.249616   1.567546 -0.272724 -0.082167
111 -0.427663 -0.811587 -0.605527  1.173885 -0.704834       0.197717      0.369847 -0.230514  0.355116  0.985441  0.268275 -0.110917 -0.669265 -0.462919 -0.128403 -1.378410 -2.199670 -1.455107 -0.615054        -2.641869        0.586714  2.000489  0.838320  0.329513    2.299808  2.102604  1.707059  0.403764  1.321504   1.567546  0.316586 -0.082167
112  2.261867  0.331983 -1.071302 -0.477209 -0.088495      -2.433951      0.617977  1.955009  0.802792 -0.376326  2.151677  1.981226  2.271576  0.752225  0.813130  1.584199 -0.705183 -0.308828 -0.755477         0.116801        0.328725 -0.223223  0.412803 -0.020831    0.357436 -0.032561  0.397831 -0.463528  0.292884  -0.023516  1.724527  1.479415
113  0.692162 -0.436506 -0.211601 -1.035298  2.271076       0.579600      0.082600  0.215697 -0.975477  2.432319 -0.038608  0.339379  0.749807  0.197542 -0.524914 -1.464550 -0.784677 -0.619013  1.852849         0.212527       -0.000071  0.091803  1.683445  1.030202   -0.150109  0.335084 -0.085576 -0.601160 -0.327366   0.772015  0.550234  0.305499
114  0.692162 -0.436506 -0.211601 -1.035298  2.271076       0.579600      0.082600  0.215697 -0.975477  2.432319 -0.038608  0.339379  0.749807  0.197542 -0.524914 -1.464550 -0.784677 -0.619013  1.852849         0.212527       -0.000071  0.091803  1.683445  1.030202   -0.150109  0.335084 -0.085576 -0.601160 -0.327366   0.772015  0.550234  0.305499
115  0.860693 -1.220877 -0.485367 -1.232270  0.898301       0.579600      0.082600  0.215697 -0.975477  2.602540 -0.038608  0.339379  0.507071  0.167545 -0.008729 -0.772352  0.436880 -0.934558  0.125737         0.212527       -0.000071  0.091803  1.683445  0.329513   -0.150109  0.335084 -0.558912 -0.426180 -0.463187   0.772015  0.658404  0.305499
116  0.827266 -0.157944  0.026242 -0.954835  0.969370       0.289037      0.053615  0.079102  1.691927 -0.631658 -0.223861  0.249320  1.590048  0.305953 -0.135613 -1.447630 -0.403106  0.441513  1.147794         0.517112        0.030065  0.230785 -0.851929  0.329513    0.040944  0.426995  0.428044 -0.126017  0.060177   0.371468  1.340307  0.698624
117  1.235361 -0.840909 -2.265469 -1.433105 -0.949900       0.579600      0.082600  0.215697 -0.975477 -0.376326 -0.038608  0.339379  0.395039 -0.449236 -0.207705 -0.673906 -0.322287  0.753039 -0.178231         0.212527       -0.000071  0.091803  1.683445  0.679858   -0.150109  0.335084 -0.780474 -0.697987 -0.987457   0.772015  0.066497  0.305499
118 -0.054388  1.427903  2.670999  1.228600  0.588702       0.197717      0.369847 -0.230514  0.355116 -0.801879  0.268275 -0.110917 -1.640210 -0.904454  0.194573 -0.320116 -0.494524  0.500469  2.420845         0.517112        0.030065  0.230785 -0.851929  2.314799    0.040944  0.426995  0.558967  0.006774  0.642398   0.371468 -1.427115 -0.082167
119  0.615557 -0.401075  0.954075  0.772215  0.158204       0.197717      0.369847 -0.230514  0.355116 -0.291216  0.268275 -0.110917 -0.949345 -0.809727 -0.150031  0.556669  0.613092 -1.268192  2.109729         0.517112        0.030065  0.230785 -0.851929  3.949741    0.040944  0.426995  0.317263  0.048271  0.588069   0.371468 -0.417239 -0.082167
120 -0.715976 -0.134731 -2.035059 -0.757863 -1.889317       0.197717      0.369847 -0.230514  0.355116  0.985441  0.268275 -0.110917  0.152303 -0.359245 -0.840681 -1.458398  1.121853  1.053845 -0.177811         0.517112        0.030065  0.230785 -0.851929 -0.487957    0.040944  0.426995  0.800671 -0.653723 -0.650621   0.371468 -0.103979 -0.082167
121 -1.306530 -0.330213  1.533816  1.646362 -0.475290       0.579600      0.082600  0.215697 -0.975477  1.155662 -0.038608  0.339379  0.357695 -0.206102 -0.460030 -0.946171 -0.870796 -0.506462 -1.051457         0.116801        0.328725 -0.223223  0.412803  0.095950    0.357436 -0.032561 -0.095647 -0.247742 -0.497595  -0.023516 -0.117825  0.305499
122  1.725633  0.328317  1.212976  0.465814 -0.671751      -2.433951      0.617977  1.955009  0.802792 -0.461437  2.151677  1.981226  1.730088  0.448570 -0.631612 -0.929250 -1.896268 -1.073237 -0.080692         0.517112        0.030065  0.230785 -0.851929  2.431581    0.040944  0.426995  0.186340 -0.451770 -0.165286   0.371468  1.664818  1.479415
123 -0.664442 -0.011333 -0.023309  0.843023  0.734108      -2.433951      0.617977  1.955009  0.802792  0.049226  2.151677  1.981226  1.972824  2.828862 -0.983425  1.239638  1.111254 -0.739604  1.138124         0.517112        0.030065  0.230785 -0.851929  2.081236    0.040944  0.426995 -0.196357 -0.615684 -0.020410   0.371468  1.881158  1.479415
124 -2.025224 -1.064492 -0.268584 -1.104818  1.765833       0.579600      0.082600  0.215697 -0.975477  2.517429 -0.038608  0.339379 -0.165121 -0.303987  0.752572 -0.566231 -1.368958 -1.167700  0.515893        -2.641869        0.586714  2.000489  0.838320  0.679858    2.299808  2.102604  1.596278  1.007549  1.864789   1.567546 -0.113498  0.305499
125 -0.108708 -0.096856  0.296292  0.133664 -0.040299      -0.217372     -1.470182  0.288548  0.802792  0.474778 -0.456830 -0.443443 -1.154737 -0.681845 -1.694261 -1.315343  1.025136 -0.726205 -0.972417         0.116801        0.328725 -0.223223  0.412803  1.380547    0.357436 -0.032561  1.435143  1.142415  0.896836  -0.023516 -0.706270 -0.862958
126  0.261782 -1.246534 -0.116216 -0.158577 -0.099115      -2.433951      0.617977  1.955009  0.802792 -0.206105  2.151677  1.981226  2.346264  0.536456 -1.685609  0.927380  0.846274 -0.617673 -0.461599         0.517112        0.030065  0.230785 -0.851929 -0.254394    0.040944  0.426995  0.055418 -0.427564 -0.494879   0.371468  1.689048  1.479415
127  1.296645  0.355196  0.171177  0.028097  0.424508       0.197717      0.369847 -0.230514  0.355116  0.049226  0.268275 -0.110917  1.123247  0.119129  0.488712  0.453608  0.521674  0.393947 -0.456133         0.778185       -0.697773 -1.798351 -1.271536 -1.188647   -1.277129 -0.880970 -0.438061 -0.582487 -1.983480  -0.819046  0.727632 -0.082167
128 -0.307880  1.087032  1.289779  1.180322  0.566646       0.289037     -0.608178  0.079102  1.691927 -0.376326 -0.223861  0.249320 -0.557233 -0.475549  1.177920  0.424382 -0.098379  0.371169 -0.863106         0.621541       -1.302547 -0.677230  0.838320  0.679858    0.478050  0.921900  0.710032  0.245383  1.057105   1.567546 -0.757326  0.698624
129  0.350922  0.580000  1.128740  1.717813  0.194147       0.073190      0.015502 -1.013659 -0.975477 -1.652983 -1.515016 -1.815113 -1.425482 -0.922347  0.258015  0.353624  0.519024 -0.175508  0.864847         0.517112        0.030065  0.230785 -0.851929  0.679858    0.040944  0.426995  1.737272  0.871300  1.314260   0.371468 -1.484229 -1.643749
130  0.543131  0.206141 -0.494039  0.431697  0.026686       1.227139      0.105301  1.071694 -0.975477 -1.312541  0.562060 -0.069351  0.955199  0.050715  1.763314  1.864155  0.642240  0.475011  0.202675        -0.622906       -0.555580 -0.853274 -0.851929 -0.020831   -0.793707 -1.071863 -0.619338 -0.588711 -0.889666  -1.214030  0.564079 -0.082167
131  0.699126  0.242794  0.864884 -0.898189  0.119810      -2.433951      0.617977  1.955009  0.802792 -0.631658  2.151677  1.981226  2.822400  5.884350 -0.206264 -1.447630 -0.754204 -1.041750 -1.228877        -0.318321       -1.584414  0.304909  0.838320  1.380547   -0.390373 -0.371925 -0.196357 -0.765074 -0.859785  -0.819046  1.977213  1.479415
132  0.947048  1.457226  0.734814 -0.136047  0.640166      -0.507935     -0.480665 -0.849745 -0.975477 -0.291216 -0.847919 -1.129278 -0.865321 -0.760258 -0.500402 -0.566231  1.665062  0.462282 -0.374150         0.212527       -0.688160  0.091803  1.683445 -0.371176   -0.150109  0.335084  1.233723  1.899048  0.469452   0.772015 -1.484229 -1.250623
133 -0.204812  0.091295  0.666682  2.245004 -0.550852       0.679221     -1.199086 -0.676724  0.802792  0.049226  0.385228  0.824313  0.161639  0.483304  0.184480  0.259793  0.193099 -0.004672  0.504541         1.195902        0.053669  1.101739 -0.851929 -1.071865    0.660419  0.009860 -0.176215 -0.635050 -1.312523  -0.023516  0.610809  1.479415
134 -1.324637 -0.036990 -0.110022  0.939578 -0.360109       0.073190      0.015502 -1.013659 -0.975477 -0.035884 -1.515016 -1.815113 -0.846649 -0.705000  2.797126 -0.147835  1.980388  1.024367  0.374209         0.778185       -0.697773 -1.798351 -1.271536  0.563076   -1.277129 -0.880970  0.609322 -0.150224  0.086436  -0.819046 -0.673386 -1.643749
135  0.622522 -0.143283  1.125024  0.832723  0.020559       0.828653     -0.617424 -1.778592 -1.416936 -0.291216 -1.316665 -0.942232  0.226991  0.115445  1.144757  1.407304  0.451454 -0.315527  0.029459         1.195902        0.053669  1.101739 -0.851929 -0.838302    0.660419  0.009860 -0.488416 -0.572804 -0.781009  -0.023516  0.740613 -0.862958
136  0.151749  0.821909  0.841347  2.087297 -0.264534       0.073190      0.015502 -1.013659 -0.975477 -0.206105 -1.515016 -1.815113 -1.920290 -0.887614  0.047503  1.085816  1.241094 -0.923169  1.335304         0.212527       -0.688160  0.091803  1.683445 -0.254394   -0.150109  0.335084  1.344504  1.246158  1.179345   0.772015 -1.312022 -1.643749
137  0.020824  2.093764  0.783126  0.174861 -0.139550       0.679221     -1.199086 -0.676724  0.802792 -0.546547  0.385228  0.824313  0.525743  0.408048  0.823223 -1.212283 -1.350409 -1.181099 -0.483881        -0.318321       -1.584414  0.304909  0.838320  0.679858   -0.390373 -0.371925  0.055418 -0.913773 -1.173985  -0.819046  0.910223  1.479415
138  0.885764 -0.828692  1.479310 -0.063953 -1.140642       0.289037     -0.608178  0.079102  1.691927 -0.886989 -0.223861  0.249320 -1.304114 -0.833935  0.647316 -0.158603 -0.711808 -0.337635 -0.559978         0.517112        0.152251  0.230785 -0.851929  1.263765    0.040944  0.426995  1.072587  2.599659  1.062538   0.371468 -1.329329  0.698624
139  0.681020  0.024098 -0.124887 -0.571189 -0.929478      -2.433951      0.617977  1.955009  0.802792 -0.801879  2.151677  1.981226  2.701032  3.483534 -0.148589 -1.007700  0.929743  0.655226  0.493610         0.116801        0.328725 -0.223223  0.412803  1.263765    0.357436 -0.032561 -0.427990 -0.500875  0.066516  -0.023516  1.689048  1.479415
140  0.859300  0.309991  1.061847  1.031627  0.350580      -0.507935     -0.480665 -0.849745 -0.975477 -1.057210 -0.847919 -1.129278 -0.015745 -0.275569 -0.500402 -0.103227  0.692586  0.174204 -0.005016         0.778185       -0.697773 -1.798351 -1.271536 -1.305428   -1.277129 -0.880970  0.276979  0.657589  1.438311  -0.819046 -1.003954 -1.250623
141 -0.015389 -0.271568  0.615893  0.944084 -1.500888       0.197717      0.369847 -0.230514  0.355116  0.559889  0.268275 -0.110917  1.020551  0.097026 -0.103892  0.384388  0.479277  2.106332  0.125737         0.621541       -1.302547 -0.677230  0.838320 -0.371176    0.478050  0.921900 -0.619338 -0.341111 -0.142649   1.567546  0.619462 -0.082167
